name,rho_oos,rho_is,abs_rho_oos
0.5*rsi+0.5*sma20,0.22265757024471516,0.16919935416156234,0.22265757024471516
0.7*stoch+0.3*zscore50,0.22230722244790352,0.20404818522523763,0.22230722244790352
0.7*williams+0.3*zscore50,0.22230722244790352,0.20404818522523763,0.22230722244790352
sign_sma7*sma7^2,0.22196680761978627,0.17231109607929912,0.22196680761978627
combo3_sto_rsi_roc_0.4,0.2214290652991747,0.2293318659640088,0.2214290652991747
combo3_wil_rsi_roc_0.4,0.2214290652991747,0.2293318659640088,0.2214290652991747
ratio_composite_2,0.22104340185748833,0.15433526578243753,0.22104340185748833
extreme_momentum,0.22063291716443012,0.21190226059386108,0.22063291716443012
0.3*zscore20+0.7*sma20,0.21957211943641414,0.17049596240914172,0.21957211943641414
sma20*vix_inv,0.2193998011128484,0.1522611953730939,0.2193998011128484
combo3_wil_rsi_roc_0.5,0.21920908701068229,0.22548152983327052,0.21920908701068229
combo3_sto_rsi_roc_0.5,0.21920908701068229,0.22548152983327052,0.21920908701068229
zscore20_extreme,0.21904427597648873,0.20533738836186627,0.21904427597648873
vix_adj_bb,0.21853956020323415,0.1822321023206327,0.21853956020323415
bb/vix,0.21853956020323415,0.1822321023206327,0.21853956020323415
0.3*rsi+0.7*zscore50,0.21852880429040428,0.1949055565000397,0.21852880429040428
stoch/atr,0.2183704313322198,0.22460060553285352,0.2183704313322198
williams*atr_inv,0.2183704313322198,0.22460060553285352,0.2183704313322198
stoch*atr_inv,0.2183704313322198,0.22460060553285352,0.2183704313322198
williams/atr,0.2183704313322198,0.22460060553285352,0.2183704313322198
williams_x_atr_inv,0.2183704313322198,0.22460060553285352,0.2183704313322198
stoch_x_atr_inv,0.2183704313322198,0.22460060553285352,0.2183704313322198
combo3_sto_rsi_roc_0.6,0.21828027216466445,0.22681392668194092,0.21828027216466445
combo3_wil_rsi_roc_0.6,0.21828027216466445,0.22681392668194092,0.21828027216466445
0.5*zscore20+0.5*sma20,0.21767293553745834,0.17671888960580595,0.21767293553745834
0.3*rsi+0.7*sma20,0.21699518526844502,0.16464536108896996,0.21699518526844502
sma20_pos,0.2165389892617305,0.19271353103770644,0.2165389892617305
zscore50_extreme,0.21641608299139836,0.20522775425642933,0.21641608299139836
rsi*sma20,0.21626908210558407,0.17102496573871803,0.21626908210558407
combo3_sto_wil_roc_0.6,0.21595110174923385,0.22235446397654876,0.21595110174923385
combo3_sto_wil_roc_0.4,0.21595110174923385,0.22235446397654876,0.21595110174923385
combo3_sto_wil_roc_0.5,0.21595110174923385,0.22235446397654876,0.21595110174923385
combo3_rsi_roc_zsc_0.6,0.21542475580716963,0.2191243217097313,0.21542475580716963
0.3*bb+0.7*sma7,0.21520719616347037,0.1771147580295852,0.21520719616347037
zscore20_pos,0.21516596896795698,0.23592069290674075,0.21516596896795698
0.3*roc7+0.7*zscore20,0.21407048010218696,0.2204084874427502,0.21407048010218696
sma20/vix,0.21404801189541117,0.15159568456140549,0.21404801189541117
stoch_x_zscore20,0.21301786151164262,0.22637555415981286,0.21301786151164262
williams_x_zscore20,0.21301786151164262,0.22637555415981286,0.21301786151164262
stoch*zscore20,0.21301786151164262,0.22637555415981286,0.21301786151164262
williams*zscore20,0.21301786151164262,0.22637555415981286,0.21301786151164262
0.3*bb+0.7*sma20,0.21274390464760629,0.16615620979120505,0.21274390464760629
0.5*rsi+0.5*sma7,0.21268014205206853,0.1853339884570992,0.21268014205206853
0.3*stoch+0.7*sma7,0.21151982236051886,0.1720583165729653,0.21151982236051886
0.3*williams+0.7*sma7,0.21151982236051886,0.1720583165729653,0.21151982236051886
0.5*williams+0.5*zscore50,0.21143223855926901,0.20062777071602306,0.21143223855926901
0.5*stoch+0.5*zscore50,0.21143223855926901,0.20062777071602306,0.21143223855926901
bb*atr_inv,0.20917984110362697,0.217263936578725,0.20917984110362697
bb/atr,0.20917984110362697,0.217263936578725,0.20917984110362697
zscore_combo_2,0.20909104895401853,0.2059776263120545,0.20909104895401853
0.7*zscore20+0.3*zscore50,0.20909104895401853,0.2059776263120545,0.20909104895401853
bb_pos,0.20861009095048128,0.21985074881575448,0.20861009095048128
0.3*rsi+0.7*sma7,0.2085160840433292,0.17206270419652084,0.2085160840433292
0.7*williams+0.3*roc7,0.2084753659303813,0.22207935343092486,0.2084753659303813
0.7*stoch+0.3*roc7,0.2084753659303813,0.22207935343092486,0.2084753659303813
0.3*williams+0.7*zscore50,0.2077170753636536,0.1959255152594048,0.2077170753636536
0.3*stoch+0.7*zscore50,0.2077170753636536,0.1959255152594048,0.2077170753636536
geom_rsi_williams,0.20755477233987785,0.22945684741544078,0.20755477233987785
0.7*sma7+0.3*sma20,0.20725715704845973,0.17126448414400713,0.20725715704845973
0.7*rsi+0.3*sma20,0.20718040917133096,0.17629741579679964,0.20718040917133096
0.5*bb+0.5*zscore50,0.20662436469968398,0.19627295610677634,0.20662436469968398
0.7*bb+0.3*roc7,0.20627364218912297,0.2260890519784153,0.20627364218912297
combo3_wil_roc_zsc_0.4,0.20600054168453216,0.21229338121603172,0.20600054168453216
combo3_sto_roc_zsc_0.4,0.20600054168453216,0.21229338121603172,0.20600054168453216
combo3_rsi_roc_zsc_0.5,0.20536004718612758,0.22126679174320724,0.20536004718612758
zscore20/vix,0.20436287858271215,0.18130896597062374,0.20436287858271215
zscore20*vix_inv,0.20432033636348174,0.17618729954293946,0.20432033636348174
geom_stoch_bb,0.2043183118636111,0.2264476974866839,0.2043183118636111
0.7*bb+0.3*zscore50,0.20431608703863108,0.1997649150747136,0.20431608703863108
combo3_bb_roc_zsc_0.5,0.20421766711307635,0.2217709100436626,0.20421766711307635
sma7*vix_inv,0.20306418092105444,0.15516174197789634,0.20306418092105444
rsi*sma7,0.20081428077842167,0.20064794068699474,0.20081428077842167
0.7*rsi+0.3*roc7,0.20013594344365954,0.22274011644100467,0.20013594344365954
0.3*bb+0.7*zscore50,0.19954330537471834,0.19397708296615349,0.19954330537471834
0.5*bb+0.5*roc7,0.19948845872819987,0.2180178219872522,0.19948845872819987
sign_rsi*rsi^2,0.19886806311663505,0.18662362234783283,0.19886806311663505
rsi^2,0.19886806311663505,0.18662362234783283,0.19886806311663505
sqrt_rsi,0.19886806311663505,0.18662362234783283,0.19886806311663505
sign_sma20*sma20^2,0.1985854186561618,0.15640327572681595,0.1985854186561618
sma7/vix,0.19834992533230508,0.15713296371886892,0.19834992533230508
sma7_extreme,0.19739396202935153,0.14616661991228702,0.19739396202935153
0.3*roc7+0.7*sma7,0.19598729138407375,0.179582730792655,0.19598729138407375
0.5*rsi+0.5*zscore50,0.19595402717017438,0.18634517196935318,0.19595402717017438
zscore_combo_1,0.19539650228365882,0.19889344790359,0.19539650228365882
0.5*zscore20+0.5*zscore50,0.19539650228365882,0.19889344790359,0.19539650228365882
0.3*roc7+0.7*sma20,0.19400833190380462,0.17322113504556022,0.19400833190380462
0.5*zscore50+0.5*sma20,0.19316960562603436,0.1535886807028589,0.19316960562603436
stoch*sma7,0.19313586483772133,0.17921776787387703,0.19313586483772133
williams*sma7,0.19313586483772133,0.17921776787387703,0.19313586483772133
sign_zscore50*zscore50^2,0.19202259093171425,0.18694136487755603,0.19202259093171425
0.3*zscore20+0.7*zscore50,0.19100335607424404,0.19391667128361648,0.19100335607424404
combo3_rsi_roc_zsc_0.4,0.19054074511684438,0.2151389188090931,0.19054074511684438
combo3_bb_roc_zsc_0.4,0.19035292297330317,0.21870350276991235,0.19035292297330317
