feature,spearman,abs_spearman
geom44(SPX_absdiff_SPX_Willia_quintile_cube_sqrt,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_sq,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_cube,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_inv,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_neg,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_exp_neg,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_tanh,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_sigmoid,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_zscore,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_zrob,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_win5,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_win1,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_pos,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_log_sign,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_cbrt,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_cube_exp_clip,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_rank,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_abs,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_log1p,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_sqrt,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_sq,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_cube,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_inv,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_neg,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_exp_neg,-0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_tanh,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_sigmoid,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_zscore,0.3332704262383082,0.3332704262383082
geom44(SPX_absdiff_SPX_Willia_quintile_inv_zrob,0.3332704262383082,0.3332704262383082
