rank,feature,spearman_IS,abs_spearman_IS,p_value,n_valid
42,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sqrt_sqrt",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
43,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sqrt_sq",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
44,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sqrt_cube",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
45,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sqrt_inv",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
46,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sqrt_tanh",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
47,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_rank",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
48,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_abs",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
49,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_log1p",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
50,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_sqrt",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
51,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_sq",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
52,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_cube",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
53,"prod3(harm(ndi,ndiff(ra,geom(ndi)_sq_tanh",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
54,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_rank",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
55,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_abs",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
56,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_log1p",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
57,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_sqrt",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
58,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_sq",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
59,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_cube",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
60,"prod3(harm(ndi,ndiff(ra,geom(ndi)_cube_tanh",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
61,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_rank",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
62,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_abs",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
63,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_log1p",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
64,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_sqrt",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
65,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_sq",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
66,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_cube",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
67,"prod3(harm(ndi,ndiff(ra,geom(ndi)_tanh_tanh",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
68,prod3(harm(n/geom(harm(nd_rank,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
69,prod3(harm(n/geom(harm(nd_abs,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
70,prod3(harm(n/geom(harm(nd_log1p,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
71,prod3(harm(n/geom(harm(nd_sqrt,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
72,prod3(harm(n/geom(harm(nd_sq,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
73,prod3(harm(n/geom(harm(nd_cube,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
74,prod3(harm(n/geom(harm(nd_tanh,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
75,prod3(harm(n-prod3(harm(n_rank,0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
76,prod3(harm(n-prod3(harm(n_abs,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
77,prod3(harm(n-prod3(harm(n_log1p,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
78,prod3(harm(n-prod3(harm(n_sqrt,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
79,prod3(harm(n-prod3(harm(n_sq,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
80,prod3(harm(n-prod3(harm(n_cube,0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
81,prod3(harm(n-prod3(harm(n_tanh,0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
82,prod3(harm(n*geom(ndiff(r_rank,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
83,prod3(harm(n*geom(ndiff(r_abs,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
84,prod3(harm(n*geom(ndiff(r_log1p,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
85,prod3(harm(n*geom(ndiff(r_sqrt,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
86,prod3(harm(n*geom(ndiff(r_sq,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
87,prod3(harm(n*geom(ndiff(r_cube,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
88,prod3(harm(n*geom(ndiff(r_tanh,-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
89,"geom(prod3(harm,geom(ndiff)_rank",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
90,"geom(prod3(harm,geom(ndiff)_abs",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
91,"geom(prod3(harm,geom(ndiff)_log1p",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
92,"geom(prod3(harm,geom(ndiff)_sqrt",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
93,"geom(prod3(harm,geom(ndiff)_sq",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
94,"geom(prod3(harm,geom(ndiff)_cube",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
95,"geom(prod3(harm,geom(ndiff)_inv",0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
96,"geom(prod3(harm,geom(ndiff)_tanh",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
97,"prod3(prod3(ha,harm(ndi,geom(ndi)_rank",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
98,"prod3(prod3(ha,harm(ndi,geom(ndi)_abs",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
99,"prod3(prod3(ha,harm(ndi,geom(ndi)_log1p",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
100,"prod3(prod3(ha,harm(ndi,geom(ndi)_sqrt",-0.38103233072746434,0.38103233072746434,4.5678257192005786e-21,568
