name,spearman_IS,spearman_OOS_mean,spearman_OOS_std,spearman_OOS_min,stable
geom44(SPX_absdiff_SPX_Willia_quintile_rank_sqrt,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_sq,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_cube,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_inv,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_rank_neg,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_rank_exp_neg,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_rank_tanh,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_sigmoid,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_zscore,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_zrob,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_win5,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_win1,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_pos,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_log_sign,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_cbrt,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_exp_clip,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_rank,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_abs,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_log1p,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_sqrt,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_sq,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_cube,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_inv,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_abs_neg,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_abs_exp_neg,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_abs_tanh,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs_sigmoid,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
