name,spearman_IS,spearman_OOS_mean,spearman_OOS_std,spearman_OOS_min,stable
geom44(SPX_absdiff_SPX_Willia_quintile,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_abs,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_log1p,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_sqrt,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_sq,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_cube,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_inv,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_neg,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_exp_neg,0.3332704262383082,0.31267626006867255,0.18815111884602786,0.07932562186135607,True
geom44(SPX_absdiff_SPX_Willia_quintile_tanh,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_sigmoid,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_zscore,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_zrob,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_win5,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_win1,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_pos,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_log_sign,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_cbrt,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_exp_clip,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_rank,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_abs,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
geom44(SPX_absdiff_SPX_Willia_quintile_rank_log1p,-0.3332704262383082,-0.31267626006867255,0.18815111884602786,-0.5559142360542755,False
