PnL_fwd_pts_05_mediana,net_credit_diff,BQI_ABS,k1,k2,k3,price_mid_short1,price_mid_long2,price_mid_short3,iv_k1,iv_k2,iv_k3,FF_ATM,FF_BAT,delta_total,theta_total,net_credit,net_credit_mediana,net_credit_mediana_n,SPX,Asym,BQI_V2_ABS,BQR_1000,Death valley,EarL,EarR,EarScore,PnLDV,RATIO_BATMAN,RATIO_UEL_EARS,UEL_inf_USD,__base_idx,delta_k1,delta_k2,delta_k3,pnl8000_long2,pnl8000_short1,pnl8000_short3,pnl8000_total,price_ask_long2,price_ask_short1,price_ask_short3,price_bid_long2,price_bid_short1,price_bid_short3,price_last_long2,price_last_short1,price_last_short3,r,theta_k1,theta_k2,theta_k3,Close,SPX_SMA7,SPX_minus_SMA7,SPX_SMA20,SPX_minus_SMA20,SPX_SMA50,SPX_minus_SMA50,SPX_SMA100,SPX_minus_SMA100,SPX_SMA200,SPX_minus_SMA200,SPX_EMA12,SPX_EMA26,SPX_EMA50,SPX_EMA200,SPX_MACD_Line,SPX_MACD_Signal,SPX_MACD_Histogram,SPX_RSI14,SPX_Stoch_K,SPX_Stoch_D,SPX_Williams_R,SPX_BB_Middle,SPX_BB_Upper,SPX_BB_Lower,SPX_BB_Width,SPX_BB_Pct,SPX_DailyChange,SPX_ATR14,SPX_ROC7,SPX_ROC20,SPX_HV20,SPX_HV50,SPX_ZScore20,SPX_ZScore50,SPX_Golden_Cross,SPX_Death_Cross,SPX_SMA50_200_Diff,VIX_Close,DTE1,DTE2,net_credit_diff_rank,net_credit_diff_zscore_robust,SPX_Stoch_K_rank,SPX_Stoch_K_zscore_robust,SPX_Williams_R_rank,SPX_Williams_R_zscore_robust,SPX_BB_Pct_rank,SPX_BB_Pct_zscore_robust,SPX_ZScore20_rank,SPX_ZScore20_zscore_robust,net_credit_diff_mult_SPX_Stoch_K,net_credit_diff_mult_SPX_BB_Pct
2.8,-0.0,1.6294658,4340,4620,4800,152.55,76.65,4.4,0.129987,0.116819,0.105059,0.012166,0.148003,0.016131,-0.035499,-3.65,-3.65,5,4378.27,7.529999,24.582846,1629,4562.48,47.45,54.98,51.076424,-28.71,126.0274,0.1048,536.9,1114,0.640713,0.353604,0.050364,670841.9,-350745.0,-319560.0,536.9,77.1,152.8,4.5,76.2,152.3,4.3,,,,0.0518,-1.006967,-0.607265,-0.172064,4372.58,4317.811428571428,54.7685714285717,4237.308999999999,135.27100000000064,4168.0202,204.5598,4095.9477,276.6323000000002,3980.18235,392.3976499999999,4291.000088063821,4233.435589498868,4176.678240274116,4070.283625217552,57.56449856495328,44.267373223902986,13.297125341050297,85.87959735660722,100.0,100.0,-0.0,4237.308999999999,4387.733057972172,4086.884942027827,300.8481159443449,0.9496321992092008,3.5599999999994907,25.616428571428514,2.3117708445451144,6.391655251113766,11.56675304960809,12.043898157159097,1.7985287968368069,2.649912602468389,1,0,187.8378499999999,13.87,78.0,156.0,0.4084507042253521,-0.2804733727810651,0.8873239436619719,1.0,0.8873239436619719,1.0,0.9366197183098591,1.477644869650208,0.9366197183098591,1.4776448696502016,-0.0,-0.0
2.7,12.9,1.1719564,5830,6170,6550,254.25,128.45,6.7,0.161042,0.139452,0.120137,0.020951,0.293385,0.087699,-0.257161,-4.05,-4.65,5,5923.18,91.94,46.0025,1172,6125.01,57.23,149.17,92.39588,-46.66,177.7778,1.1405,11770.03,1594,0.646669,0.392354,0.050341,347675.03,-191575.0,-144330.0,11770.03,128.7,254.7,6.9,128.2,253.8,6.5,,,,0.0437,-1.492456,-1.003016,-0.256416,5958.37,5831.778571428571,126.59142857142888,5624.611,333.759,5558.315600000001,400.0543999999991,5771.921599999999,186.4484000000012,5759.84515,198.5248499999998,5767.8617617613445,5656.753829959424,5645.081970079026,5652.261224789678,111.10793180192012,66.15961964609805,44.94831215582208,85.96735035579736,100.0,100.0,-0.0,5624.611,6043.185224413084,5206.036775586916,837.1484488261685,0.8986855622416665,41.44999999999982,42.66071428571435,5.808636417717485,12.7904533485781,19.3019004760206,34.77029700036907,1.5947422489666667,1.822113775657929,0,1,-201.5295499999993,17.25,76.0,126.0,0.9647887323943662,2.7727810650887577,0.8873239436619719,1.0,0.8873239436619719,1.0,0.8688380281690141,1.1507085184706738,0.8688380281690141,1.1507085184706642,1290.0,11.593043752917499
2.6,-1.04,0.61827517,3120,3380,3860,247.6,108.0,7.25,0.292443,0.243824,0.213627,0.499609,,0.105979,-0.37903,-38.85,-38.45,5,3238.35,215.44,57.45039,618,3376.32,43.82,259.26,106.58693,-96.99,19.0476,1.7096,25906.67,433,0.630277,0.394458,0.052661,902421.7,-463240.0,-413275.0,25906.67,108.7,248.2,7.4,107.3,247.0,7.1,,,,0.0009,-1.00175,-0.794309,-0.207838,3281.06,3352.6771428571424,-71.61714285714243,3418.737,-137.6770000000001,3344.8766,-63.81659999999965,3189.2904000000003,91.76959999999964,3104.36945,176.6905499999998,3367.30016187857,3375.9006060813635,3329.249087777117,3132.1016053071075,-8.600444202792914,12.897691559453012,-21.498135762245926,32.8327356437039,0.0,3.369477911646587,-100.0,3418.737,3576.5035862962395,3260.9704137037606,315.5331725924789,0.0636686980680337,38.409999999999854,45.61214285714284,-1.7408413417625266,-3.4175605505775386,22.555970985705347,16.558980682871045,-1.7453252077278634,-0.6689952424149407,1,0,240.50714999999943,27.78,88.0,101.0,0.32130281690140844,-0.5266272189349113,0.05369718309859155,-3.76962025316464,0.05369718309859155,-3.76962025316464,0.06338028169014084,-4.207787802302597,0.06338028169014084,-4.2077878023025805,-0.0,-0.06621544599075505
2.6,-14.38,2.080579,3990,4360,4720,263.15,130.7,6.6,0.244296,0.205502,0.171052,0.022087,0.281294,0.050845,-0.042332,-8.35,-7.3,5,4127.83,20.93,40.362957,2081,4334.08,78.96,99.89,88.810555,-35.36,87.4251,0.1511,1350.96,856,0.646216,0.37359,0.05012,703375.94,-374685.0,-327340.0,1350.96,131.5,265.8,6.8,129.9,260.5,6.4,,,,0.0087,-1.175636,-0.720173,-0.222379,4108.55,4101.9400000000005,6.609999999999673,4022.8145,85.73549999999977,4249.2678000000005,-140.71780000000035,4334.8517,-226.3017,4450.2546,-341.7046,4076.663278222599,4102.763264571228,4185.766172975926,4325.922673349954,-26.0999863486295,-59.5661340911465,33.466147742517,55.24103173718687,75.27080389812696,84.37815558176057,-24.729196101873047,4022.8145,4201.470117729462,3844.1588822705385,357.3112354589234,0.7399462751007061,68.26000000000022,57.683571428571504,4.238498638839637,-0.9238315255397938,28.681191014534136,26.790523353680506,0.9597851004028212,-0.6185241502906349,0,1,-200.98679999999968,24.8,77.0,150.0,0.00528169014084507,-3.6840236686390537,0.46742957746478875,-0.17948874571973739,0.46742957746478875,-0.17948874571973755,0.5607394366197183,0.13204180333935608,0.5607394366197183,0.13204180333934512,-1082.3941600550656,-10.640427435948155
0.25,8.93,0.98942167,2775,2905,3080,114.4,53.6,3.0,0.148252,0.123196,0.102967,0.072428,0.847472,0.102825,-0.125363,-10.2,-11.2,5,2821.6,49.93,41.11677,989,2896.27,23.9,73.83,42.006393,-24.98,29.902,1.4007,6844.44,98,0.635336,0.39501,0.05186,1009604.44,-511060.0,-491700.0,6844.44,54.0,114.7,3.1,53.2,114.1,2.9,,,,0.0238,-0.555622,-0.388949,-0.096913,2822.24,2852.844285714286,-30.604285714286107,2883.994,-61.75399999999991,2873.5851999999995,-51.34519999999975,2783.1906,39.04939999999988,2776.8580500000007,45.38194999999905,2859.233394989261,2871.0175835425134,2856.6752106805807,2783.206464971516,-11.784188553252534,-4.870751076720732,-6.913437476531802,30.8337475149106,8.598673300165753,27.009654699267912,-91.40132669983426,2883.994,2970.786138232365,2797.2018617676345,173.58427646473046,0.1442419713484399,34.0300000000002,22.994285714285816,-0.4293662525887248,-3.5517416964838096,14.080303495896716,11.485765707531264,-1.4230321146062384,-1.1891008450501184,1,0,96.7271499999988,16.92,85.0,120.0,0.8838028169014085,1.833136094674556,0.13732394366197184,-3.3594961899364737,0.13732394366197184,-3.3594961899364746,0.08450704225352113,-3.6907304745407257,0.08450704225352113,-3.6907304745407106,76.78615257048017,1.2880808041415683
0.25,-1.65,1.2490611,3260,3510,3850,218.95,101.85,6.3,0.237266,0.194132,0.167091,0.136051,0.702933,0.085529,-0.136123,-21.55,-21.2,5,3381.92,78.340004,48.786938,1249,3501.7,53.15,131.49,83.59841,-39.51,27.3782,1.2156,11222.7,407,0.649026,0.395533,0.05651,877697.7,-452105.0,-414370.0,11222.7,102.2,228.5,7.1,101.5,209.4,5.5,,,,0.0008,-0.858986,-0.589998,-0.184887,3373.43,3353.735714285714,19.6942857142858,3288.6040000000003,84.82599999999957,3193.7602,179.66980000000012,3006.4688,366.9611999999997,3063.68075,309.74924999999985,3325.557485411419,3270.728443614281,3195.733778021375,3049.925834468496,54.82904179713796,50.48762100101527,4.341420796122691,77.05946909938953,95.72602062874432,92.41221768357576,-4.273979371255685,3288.6040000000003,3398.4836247382686,3178.724375261732,219.75924947653675,0.8859951296796555,6.920000000000073,20.82714285714282,2.023886212350776,4.909238486489166,11.10694994758778,21.31468195385188,1.5439805187186226,1.831919064586721,1,0,130.07944999999972,22.13,83.0,127.0,0.29577464788732394,-0.6710059171597633,0.6971830985915493,0.7961474142925105,0.6971830985915493,0.7961474142925101,0.8345070422535211,1.0692710779707693,0.8345070422535211,1.06927107797076,-157.94793403742813,-1.4618919639714316
2.5,0.0,1.3680022,4330,4550,4820,191.55,95.5,4.7,0.164389,0.138311,0.110393,-0.016445,0.340356,0.093213,-0.13312,-5.25,-5.25,5,4439.25,41.489998,42.382782,1368,4543.92,44.4,85.89,61.753674,-30.62,93.3333,0.8556,5573.86,660,0.646076,0.395472,0.051656,670948.9,-347845.0,-317530.0,5573.86,95.8,191.9,4.8,95.2,191.2,4.6,,,,0.0004,-0.828603,-0.559889,-0.158056,4479.72,4451.687142857142,28.03285714285812,4415.185,64.53500000000076,4337.1140000000005,142.60599999999977,4237.972599999999,241.7474000000011,3993.3799,486.3401000000004,4438.335737165535,4401.178035630792,4343.722597912329,4013.535987614652,37.15770153474296,34.99247127893669,2.1652302558062644,70.24370052258475,100.0,100.0,-0.0,4415.185,4491.047584772608,4339.322415227391,151.7251695452178,0.9253414261683706,11.730000000000471,13.80500000000016,1.14312420835883,5.19503392047417,8.200391061449455,9.42411355091216,1.7013657046734767,1.7302584431138763,1,0,343.7341000000006,16.11,74.0,123.0,0.4084507042253521,-0.2804733727810651,0.8873239436619719,1.0,0.8873239436619719,1.0,0.926056338028169,1.3217653616395029,0.926056338028169,1.3217653616394827,0.0,0.0
0.25,-3.12,2.2045343,4110,4475,4750,236.25,106.95,7.4,0.262673,0.209187,0.168936,0.075904,0.52436,0.014778,0.11767,-29.75,-28.85,5,4172.44,34.100002,39.920403,2205,4455.29,95.22,61.12,76.28792,-22.67,21.5126,-0.6977,-5453.61,836,0.575753,0.322663,0.054794,684181.4,-365375.0,-324260.0,-5453.61,108.1,239.5,7.6,105.8,233.0,7.2,,,,0.0037,-1.286112,-0.700442,-0.232442,4183.97,4320.35,-136.3800000000001,4426.9735,-243.0034999999998,4393.1688,-209.1988000000001,4499.205,-315.2349999999997,4494.34685,-310.37684999999965,4336.886884189336,4390.459320764114,4420.440405791283,4404.46156408465,-53.572436574777385,-19.14514278067672,-34.42729379410066,26.81065559699755,2.6954675528478487,4.101289331658808,-97.30453244715214,4426.9735,4666.483080713683,4187.463919286317,479.0191614273663,-0.0072939029743728,8.760000000000218,45.77071428571441,-4.730058974884432,-9.664889746761911,19.208777613324884,22.246411935723685,-2.029175611897492,-1.6947132473097464,0,1,-101.17804999999952,31.59,79.0,142.0,0.22535211267605634,-1.0189349112426036,0.11179577464788733,-3.641056686846528,0.11179577464788733,-3.6410566868465275,0.03609154929577465,-4.663171223779421,0.03609154929577465,-4.663171223779406,-8.409858764885287,0.022756977280043136
2.5,-2.63,1.067055,5670,5940,6300,221.0,100.15,6.6,0.161583,0.131888,0.116311,0.261242,2.45778,0.087473,-0.258095,-27.3,-26.6,5,5708.29,118.09001,52.23934,1067,5913.27,52.62,170.71,94.77743,-47.49,23.0769,1.4585,16287.06,1441,0.606499,0.373203,0.052435,396527.06,-210900.0,-169340.0,16287.06,100.7,221.6,6.8,99.6,220.4,6.4,,,,0.0501,-1.50299,-1.006683,-0.25228,5751.06,5730.758571428572,20.301428571428914,5666.684,84.3760000000002,5553.9318,197.1282000000001,5492.8927,258.16730000000007,5254.056849999999,497.00315000000137,5707.020476368874,5656.16041132583,5591.921725169993,5253.954982981094,50.860065043044415,51.6497116183122,-0.7896465752677884,67.59424958243874,92.07570715474252,70.67156590867096,-7.924292845257487,5666.684,5836.758263580619,5496.609736419381,340.14852716123823,0.7480563438100792,51.11000000000058,23.94857142857128,0.5031220127676597,6.335110189093694,9.551023370549611,16.24412505691564,0.9922253752403156,1.33584846899792,1,0,299.87495000000126,19.2,77.0,105.0,0.24735915492957747,-0.9029585798816568,0.6399647887323944,0.6220413235325226,0.6399647887323944,0.6220413235325224,0.585387323943662,0.18408598975635979,0.585387323943662,0.18408598975635163,-242.1591098169728,-1.9673881842205083
2.4,0.0,1.0920041,6000,6310,6630,224.05,110.2,6.05,0.135361,0.119007,0.102052,-0.006604,0.246409,0.071821,-0.244591,-9.7,-9.7,5,6073.79,68.200005,41.179565,1092,6267.51,51.17,119.37,78.15473,-47.7,64.9485,1.0907,9300.73,1489,0.647255,0.385151,0.051226,323290.72,-177595.0,-136395.0,9300.73,110.6,224.4,6.2,109.8,223.7,5.9,,,,0.0443,-1.354897,-0.914822,-0.230156,6051.25,6067.861428571428,-16.611428571428405,6003.885,47.36499999999978,5899.5078,151.74219999999968,5720.473199999999,330.7768000000005,5501.1038,550.1462000000001,6041.472982211508,5988.8043861408005,5905.441048816679,5507.96862529678,52.66859607070728,55.65931751772485,-2.990721447017563,64.744787922358,67.73046713517998,77.14665566697231,-32.26953286482001,6003.885,6140.808604592341,5866.961395407659,273.8472091846816,0.6729614120991717,32.93000000000029,24.83928571428578,0.0228104074963612,1.100346009199061,8.61102147761486,11.026226800695916,0.6918456483966875,1.2822303923047889,1,0,398.4040000000005,13.91,78.0,126.0,0.4084507042253521,-0.2804733727810651,0.3987676056338028,-0.5391341751220755,0.3987676056338028,-0.5391341751220748,0.43221830985915494,-0.2978155532500149,0.43221830985915494,-0.29781555325001763,0.0,0.0
2.3,-3.02,1.0518527,3540,3770,4100,208.05,94.9,5.65,0.216339,0.178002,0.151768,0.129094,0.947877,0.091762,-0.193679,-23.9,-23.2,5,3655.51,87.97,49.255875,1052,3764.33,46.99,134.96,79.63524,-44.92,23.431,1.3679,12444.53,491,0.645992,0.395786,0.053818,827074.5,-425195.0,-389435.0,12444.53,95.2,208.4,5.8,94.6,207.7,5.5,,,,0.0008,-0.881948,-0.628488,-0.18135,3663.46,3680.632857142857,-17.172857142857083,3636.3655,27.09450000000016,3518.1246,145.33539999999994,3438.7371,224.7229000000002,3174.02695,489.4330500000001,3657.3463882423166,3607.059349765194,3539.207013174292,3297.994760293376,50.28703847712268,54.3159513616426,-4.028912884519919,71.4100905562743,68.88336274667094,74.98240486276174,-31.11663725332906,3636.3655,3725.981363133988,3546.749636866012,179.23172626797532,0.6511702228404042,4.639999999999873,17.668571428571404,-0.1512669630227276,3.5750535056445925,11.993904854960707,17.960964744204194,0.6046808913616171,1.2131998719204355,1,0,344.09765000000016,23.31,77.0,110.0,0.2323943661971831,-0.9952662721893493,0.4119718309859155,-0.48414543253855624,0.4119718309859155,-0.48414543253855624,0.40492957746478875,-0.4376546540853476,0.40492957746478875,-0.43765465408535004,-208.02775549494623,-1.9665340729780205
2.3,3.48,1.9182945,5645,5990,6350,255.15,121.2,6.65,0.161681,0.126863,0.117202,0.284343,0.798472,0.086803,-0.083392,-19.4,-20.1,5,5730.42,93.560005,55.786854,1918,5931.0,73.82,167.38,111.15751,-25.2,36.3402,1.1269,13590.91,1437,0.647623,0.392791,0.051157,387910.9,-209985.0,-164335.0,13590.91,121.7,256.8,6.8,120.7,253.5,6.5,,,,0.0493,-1.467163,-0.897189,-0.243823,5762.49,5731.762857142857,30.727142857143008,5621.2615,141.22850000000017,5535.475800000001,227.0141999999987,5472.658,289.8319999999994,5234.1422,528.3477999999996,5694.742838984456,5633.69139762025,5570.056200240348,5235.038320519039,61.05144136420586,50.15213975757139,10.899301606634468,87.3307976283704,100.0,99.03934675579396,-0.0,5621.2615,5835.551352526088,5406.971647473912,428.579705052176,0.8295268029147735,24.329999999999927,25.539999999999768,0.8547950959544276,2.020044649891375,13.840672457130538,17.093070519770997,1.3181072116590933,1.603786415616422,1,0,301.33360000000084,16.72,81.0,144.0,0.6302816901408451,0.5431952662721894,0.8873239436619719,1.0,0.8873239436619719,1.0,0.6927816901408451,0.7069007664330568,0.6927816901408451,0.7069007664330469,348.0,2.886753274143412
2.1,-1.76,0.9521091,3695,3925,4250,204.5,92.3,6.1,0.203716,0.170197,0.144764,0.098463,0.958981,0.081817,-0.204196,-26.0,-25.55,5,3802.01,84.770004,46.659546,952,3920.07,45.34,130.11,76.80617,-51.0,21.3462,1.3852,12151.61,509,0.635258,0.386696,0.056318,796591.6,-410050.0,-374390.0,12151.61,92.9,205.2,6.3,91.7,203.8,5.9,,,,0.0008,-0.846042,-0.615493,-0.180747,3824.69,3756.042857142857,68.64714285714308,3716.8345,107.85550000000012,3618.6366,206.05339999999973,3513.6181,311.0718999999999,3269.2032,555.4868000000001,3746.103096195802,3703.5780722909735,3636.809137490517,3368.2027893298405,42.525023904828686,38.154672630612325,4.370351274216361,67.02875612275501,100.0,96.1590622880946,-0.0,3716.8345,3803.7472275458463,3629.9217724541536,173.82545509169267,1.1204816201580283,20.88999999999988,21.436428571428547,2.619766303108353,4.134969859671857,10.691261821132532,15.96137956693863,2.4819264806321164,1.576753493195915,1,0,349.43340000000035,21.56,82.0,112.0,0.2904929577464789,-0.6970414201183434,0.8873239436619719,1.0,0.8873239436619719,1.0,0.9938380281690141,2.574025113978026,0.9938380281690141,2.574025113978014,-176.0,-1.9720476514781298
2.1,-9.7,1.6548424,3990,4340,4720,263.15,131.2,6.6,0.244296,0.206823,0.171052,0.009208,0.290474,0.066919,-0.110683,-7.35,-6.7,5,4127.83,44.410004,43.22908,1655,4317.52,71.39,115.8,90.92284,-39.4,99.3197,0.5382,5037.45,856,0.646216,0.381628,0.05012,707062.44,-374685.0,-327340.0,5037.45,132.1,265.8,6.8,130.3,260.5,6.4,,,,0.0087,-1.175636,-0.754349,-0.222379,4108.55,4101.9400000000005,6.609999999999673,4022.8145,85.73549999999977,4249.2678000000005,-140.71780000000035,4334.8517,-226.3017,4450.2546,-341.7046,4076.663278222599,4102.763264571228,4185.766172975926,4325.922673349954,-26.0999863486295,-59.5661340911465,33.466147742517,55.24103173718687,75.27080389812696,84.37815558176057,-24.729196101873047,4022.8145,4201.470117729462,3844.1588822705385,357.3112354589234,0.7399462751007061,68.26000000000022,57.683571428571504,4.238498638839637,-0.9238315255397938,28.681191014534136,26.790523353680506,0.9597851004028212,-0.6185241502906349,0,1,-200.98679999999968,24.8,77.0,140.0,0.06866197183098592,-2.5763313609467455,0.46742957746478875,-0.17948874571973739,0.46742957746478875,-0.17948874571973755,0.5607394366197183,0.13204180333935608,0.5607394366197183,0.13204180333934512,-730.1267978118315,-7.1774788684768485
2.1,-1.05,0.84084255,6000,6270,6630,224.05,105.45,6.05,0.135361,0.11658,0.102052,0.068945,0.581091,0.096734,-0.344886,-19.2,-19.0,5,6073.79,120.03,48.850445,841,6242.85,43.27,163.3,84.05945,-57.96,32.8125,1.5132,15629.27,1489,0.647255,0.397608,0.051226,329619.28,-177595.0,-136395.0,15629.27,105.8,224.4,6.2,105.1,223.7,5.9,,,,0.0443,-1.354897,-0.964969,-0.230156,6051.25,6067.861428571428,-16.611428571428405,6003.885,47.36499999999978,5899.5078,151.74219999999968,5720.473199999999,330.7768000000005,5501.1038,550.1462000000001,6041.472982211508,5988.8043861408005,5905.441048816679,5507.96862529678,52.66859607070728,55.65931751772485,-2.990721447017563,64.744787922358,67.73046713517998,77.14665566697231,-32.26953286482001,6003.885,6140.808604592341,5866.961395407659,273.8472091846816,0.6729614120991717,32.93000000000029,24.83928571428578,0.0228104074963612,1.100346009199061,8.61102147761486,11.026226800695916,0.6918456483966875,1.2822303923047889,1,0,398.4040000000005,13.91,78.0,109.0,0.31866197183098594,-0.5289940828402369,0.3987676056338028,-0.5391341751220755,0.3987676056338028,-0.5391341751220748,0.43221830985915494,-0.2978155532500149,0.43221830985915494,-0.29781555325001763,-71.11699049193898,-0.7066094827041304
2.1,0.0,1.3522958,5930,6280,6660,272.1,130.65,6.75,0.166882,0.138254,0.116583,0.069441,0.495087,0.087892,-0.228029,-17.55,-17.55,5,6033.89,82.619995,51.310818,1352,6236.85,66.86,149.48,99.97116,-45.01,41.5954,1.0893,11783.31,1612,0.647838,0.393158,0.050585,324898.3,-179790.0,-133325.0,11783.32,131.2,272.4,6.9,130.1,271.8,6.6,,,,0.0418,-1.524194,-1.0017,-0.251176,6045.25,6003.238571428571,42.01142857142895,5941.5855,103.66449999999986,5661.6904,383.5595999999996,5774.0288,271.22119999999995,5804.78825,240.4617500000004,5974.896628380997,5886.4101098914,5803.065336189022,5700.431053520383,88.48651848959707,89.21859331424415,-0.7320748246470714,72.85299871820826,100.0,97.6621321919453,-0.0,5941.5855,6072.119063253361,5811.05193674664,261.06712650672125,0.8970798674927423,23.0,31.763571428571336,1.254363220978305,2.5910595886005647,11.83381016246824,33.48578094504639,1.5883194699709664,1.2941145381316013,0,1,-143.0978499999992,18.01,78.0,127.0,0.4084507042253521,-0.2804733727810651,0.8873239436619719,1.0,0.8873239436619719,1.0,0.8644366197183099,1.1404044039389145,0.8644366197183099,1.1404044039388999,0.0,0.0
1.9,-5.62,6.048767,2910,3110,3280,146.4,75.5,9.3,0.252872,0.208721,0.176948,0.079897,0.360089,0.03726,0.086495,-4.7,-4.45,5,2935.99,8.139999,35.00737,6049,3100.5,53.71,45.57,49.47287,-5.33,78.7234,-0.4928,-2446.5,346,0.554407,0.340226,0.088786,962983.5,-494360.0,-471070.0,-2446.5,75.9,146.9,9.6,75.1,145.9,9.0,,,,0.001,-0.896766,-0.532523,-0.254775,2953.91,2888.621428571429,65.28857142857078,2862.8035,91.10649999999988,2712.5192000000006,241.3907999999992,2981.126,-27.21600000000035,2998.4372000000003,-44.52720000000045,2876.204428395504,2841.7043619291144,2843.11654664898,2941.225416136581,34.50006646638985,35.68580836464477,-1.1857418982549175,57.957102672292535,100.0,54.5867849273421,-0.0,2862.8035,2970.2285536837053,2755.3784463162947,214.8501073674106,0.9240467976318046,90.21000000000004,40.62857142857148,2.5239571149420827,4.631335099675541,27.73657851209087,65.93070357571868,1.6961871905272157,1.2857287922754976,0,1,-285.91799999999967,29.3,74.0,123.0,0.15669014084507044,-1.6106508875739645,0.8873239436619719,1.0,0.8873239436619719,1.0,0.9225352112676056,1.31345743092864,0.9225352112676056,1.313457430928624,-562.0,-5.193143002690742
1.9,-3.29,1.040459,3230,3500,3890,241.55,108.05,10.65,0.280755,0.230128,0.211209,0.394311,1.954354,0.070106,-0.16767,-36.1,-34.95,5,3351.83,108.7,50.89075,1040,3492.66,57.39,166.09,97.63148,-55.79,18.2825,1.4013,15658.33,438,0.635922,0.390142,0.074257,878438.3,-452845.0,-409935.0,15658.33,108.6,242.3,10.9,107.5,240.8,10.4,,,,0.0009,-1.032361,-0.74491,-0.289789,3351.6,3292.81,58.78999999999997,3373.8845,-22.284500000000207,3353.4674,-1.8674000000000888,3210.7544,140.8456000000001,3108.2479000000003,243.3520999999996,3326.39541087687,3349.1198686048574,3322.304874183323,3139.8072549655367,-22.72445772798756,-11.235868987273175,-11.48858874071438,51.84026225599759,69.80764548332117,37.45216044376394,-30.19235451667884,3373.8845,3553.7245892576543,3194.044410742346,359.6801785153084,0.4380435694510984,53.13999999999987,38.34857142857141,-0.1611553138060449,-4.458653196541638,25.04095897436765,17.77770568733768,-0.2478257221956059,-0.0216744896678942,1,0,245.2194999999997,26.19,81.0,109.0,0.22183098591549297,-1.0591715976331362,0.41725352112676056,-0.4400606559347826,0.41725352112676056,-0.440060655934783,0.22359154929577466,-1.8053376758833846,0.22359154929577466,-1.8053376758833806,-229.66715364012663,-1.4411633434941138
1.9,-1.79,3.4167314,4365,4680,5025,248.3,125.75,6.05,0.217715,0.17286,0.147599,0.119447,0.450453,0.074359,0.063768,-2.85,-2.8,5,4501.97,33.33,48.38582,3417,4664.88,78.04,111.37,93.22723,-15.62,231.5789,0.3552,3363.98,777,0.643821,0.384204,0.050229,638929.0,-338670.0,-296895.0,3363.98,126.5,249.0,6.2,125.0,247.6,5.9,,,,0.0004,-1.129688,-0.639154,-0.212387,4546.53,4419.564285714286,126.96571428571406,4561.3145,-14.784500000000662,4629.1552,-82.6252000000004,4567.9042,-21.3742000000002,4438.61185,107.91814999999951,4488.892818990523,4553.483518844569,4585.94731402793,4401.493719797077,-64.59069985404585,-61.15117474292612,-3.439525111119736,37.481020460319584,55.026759365778,42.884176128311545,-44.973240634222,4561.3145,4853.135615752272,4269.4933842477285,583.6422315045438,0.4746685568625005,30.98999999999978,47.5135714285714,3.37839220545936,-5.212891712202677,18.74978254915369,18.137344683489086,-0.101325772549998,-0.6739986607208601,1,0,190.54334999999992,21.96,72.0,149.0,0.2869718309859155,-0.7041420118343196,0.2887323943661972,-1.1450527937943222,0.2887323943661972,-1.1450527937943222,0.2676056338028169,-1.5703066618851376,0.2676056338028169,-1.5703066618851353,-98.49789926474261,-0.8496567167838759
1.8,-2.54,0.7315291,3055,3280,3675,216.2,92.2,6.5,0.252162,0.206484,0.185709,0.839716,,0.099729,-0.28195,-38.3,-37.35,5,3169.12,164.98999,55.444885,732,3276.76,44.05,209.04,95.95943,-73.43,16.188,1.6488,20864.51,379,0.641748,0.398433,0.055389,925594.5,-472880.0,-431850.0,20864.51,92.6,216.5,6.7,91.8,215.9,6.3,,,,0.0012,-0.848279,-0.658289,-0.186349,3179.72,3095.99,83.72999999999956,3108.1215,71.5984999999996,3011.0196,168.70039999999972,2914.7901,264.9299000000001,3023.7020999999995,156.01790000000028,3106.464095853072,3077.8459923568703,3024.9217366545663,2981.0658629299423,28.61810349620191,29.982763548616383,-1.3646600524144752,61.73133956903162,100.0,95.44339005235612,-0.0,3108.1215,3232.086797737523,2984.1562022624776,247.9305954750453,0.788784447368482,49.70999999999958,34.44071428571432,4.241836129205689,-0.4449064318879887,29.452685433400795,25.30036379034141,1.1551377894739296,1.4405467649311436,0,1,-12.682499999999436,27.94,86.0,102.0,0.25,-0.8816568047337279,0.8873239436619719,1.0,0.8873239436619719,1.0,0.6258802816901409,0.445447648943632,0.6258802816901409,0.4454476489436276,-254.0,-2.003512496315944
