PnL_fwd_pts_05_mediana,net_credit_diff,BQI_ABS,k1,k2,k3,price_mid_short1,price_mid_long2,price_mid_short3,iv_k1,iv_k2,iv_k3,FF_ATM,FF_BAT,delta_total,theta_total,net_credit,net_credit_mediana,net_credit_mediana_n,SPX,Asym,BQI_V2_ABS,BQR_1000,Death valley,EarL,EarR,EarScore,PnLDV,RATIO_BATMAN,RATIO_UEL_EARS,UEL_inf_USD,__base_idx,delta_k1,delta_k2,delta_k3,pnl8000_long2,pnl8000_short1,pnl8000_short3,pnl8000_total,price_ask_long2,price_ask_short1,price_ask_short3,price_bid_long2,price_bid_short1,price_bid_short3,price_last_long2,price_last_short1,price_last_short3,r,theta_k1,theta_k2,theta_k3,Close,SPX_SMA7,SPX_minus_SMA7,SPX_SMA20,SPX_minus_SMA20,SPX_SMA50,SPX_minus_SMA50,SPX_SMA100,SPX_minus_SMA100,SPX_SMA200,SPX_minus_SMA200,SPX_EMA12,SPX_EMA26,SPX_EMA50,SPX_EMA200,SPX_MACD_Line,SPX_MACD_Signal,SPX_MACD_Histogram,SPX_RSI14,SPX_Stoch_K,SPX_Stoch_D,SPX_Williams_R,SPX_BB_Middle,SPX_BB_Upper,SPX_BB_Lower,SPX_BB_Width,SPX_BB_Pct,SPX_DailyChange,SPX_ATR14,SPX_ROC7,SPX_ROC20,SPX_HV20,SPX_HV50,SPX_ZScore20,SPX_ZScore50,SPX_Golden_Cross,SPX_Death_Cross,SPX_SMA50_200_Diff,VIX_Close,DTE1,DTE2,net_credit_diff_rank,net_credit_diff_zscore_robust,SPX_Stoch_K_rank,SPX_Stoch_K_zscore_robust,SPX_Williams_R_rank,SPX_Williams_R_zscore_robust,SPX_BB_Pct_rank,SPX_BB_Pct_zscore_robust,SPX_ZScore20_rank,SPX_ZScore20_zscore_robust,net_credit_diff_mult_SPX_Stoch_K,net_credit_diff_mult_SPX_BB_Pct
-3.7,-3.04,2.3496516,3340,3630,3975,196.8,89.15,6.9,0.264063,0.212798,0.208298,0.32085,0.68499,0.020184,0.094126,-25.4,-24.65,5,3413.77,51.71,43.620605,2350,3616.86,74.0,125.71,96.44968,-22.95,25.0,0.8163,8151.38,426,0.597733,0.335877,0.053837,856281.4,-446320.0,-401810.0,8151.38,89.6,197.7,7.1,88.7,195.9,6.7,,,,0.001,-1.088345,-0.618136,-0.242053,3339.19,3437.0714285714284,-97.8814285714284,3429.0785000000005,-89.88850000000048,3317.0606,22.12940000000026,3153.1209,186.06910000000016,3096.46875,242.72125000000003,3420.9508376859944,3395.437136519847,3322.352917286897,3116.144766641816,25.513701166147257,47.878715860892655,-22.3650146947454,46.05195867853123,2.951807228915626,9.969210174029415,-97.04819277108436,3429.0785000000005,3562.5458402628224,3295.6111597371787,266.93468052564367,0.1632565696484494,59.76999999999998,41.9014285714286,-4.6030208752939,-1.2176253938201622,21.23995293381807,16.526925348328852,-1.346973721406204,0.1913957989604557,1,0,220.5918499999998,29.71,71.0,127.0,0.22799295774647887,-1.0,0.11707746478873239,-3.6288302577399025,0.11707746478873239,-3.628830257739902,0.10123239436619719,-3.5687093999934274,0.10123239436619719,-3.568709399993419,-8.973493975903503,-0.49629997173128615
-3.7,1.98,0.80669093,4370,4640,5075,259.3,113.15,6.55,0.214991,0.17478,0.146022,0.213692,,0.106027,-0.311207,-39.55,-40.35,5,4501.97,154.61,57.464745,807,4635.82,52.52,207.13,104.2999,-75.18,17.8255,1.5772,20476.36,777,0.631883,0.394018,0.050126,649391.4,-337070.0,-291845.0,20476.36,113.7,260.0,6.7,112.6,258.6,6.4,,,,0.0004,-1.0265,-0.764283,-0.190858,4546.53,4419.564285714286,126.96571428571406,4561.3145,-14.784500000000662,4629.1552,-82.6252000000004,4567.9042,-21.3742000000002,4438.61185,107.91814999999951,4488.892818990523,4553.483518844569,4585.94731402793,4401.493719797077,-64.59069985404585,-61.15117474292612,-3.439525111119736,37.481020460319584,55.026759365778,42.884176128311545,-44.973240634222,4561.3145,4853.135615752272,4269.4933842477285,583.6422315045438,0.4746685568625005,30.98999999999978,47.5135714285714,3.37839220545936,-5.212891712202677,18.74978254915369,18.137344683489086,-0.101325772549998,-0.6739986607208601,1,0,190.54334999999992,21.96,87.0,108.0,0.5563380281690141,0.1881656804733728,0.2887323943661972,-1.1450527937943222,0.2887323943661972,-1.1450527937943222,0.2676056338028169,-1.5703066618851376,0.2676056338028169,-1.5703066618851353,108.95298354424044,0.9398437425877509
-3.7,0.65,1.0240701,4450,4690,4965,180.85,89.15,5.05,0.145669,0.124881,0.107496,0.042293,0.435765,0.095613,-0.212783,-7.6,-7.65,5,4485.98,81.850006,44.009857,1024,4653.6,38.27,120.12,67.801125,-37.56,67.7632,1.3441,10644.84,1146,0.631458,0.389294,0.051518,650554.8,-336915.0,-302995.0,10644.84,89.5,181.2,5.2,88.8,180.5,4.9,,,,0.0554,-1.08608,-0.737236,-0.175609,4501.88,4552.478571428571,-50.59857142857072,4521.974,-20.09400000000005,4400.183,101.69700000000012,4240.2171,261.66290000000026,4092.7006,409.1794,4536.789421583185,4494.523304923575,4414.199917367175,4187.610668036021,42.26611665960991,53.59748039033263,-11.33136373072272,49.39647803043261,0.0,31.63395564065733,-100.0,4521.974,4632.345272654314,4411.602727345687,220.7425453086271,0.4089708783963418,11.519999999999529,20.88928571428583,-1.4355931646761255,2.046423066461142,9.307599535729162,10.67460671602045,-0.3641164864146339,0.7832215185221613,1,0,307.48239999999987,15.93,89.0,134.0,0.47183098591549294,-0.12662721893491127,0.05369718309859155,-3.76962025316464,0.05369718309859155,-3.76962025316464,0.19982394366197184,-1.9919038576407597,0.19982394366197184,-1.9919038576407573,0.0,0.26583107095762215
-3.7,3.13,1.4573612,5680,6000,6375,260.6,117.8,7.45,0.169196,0.133546,0.120369,0.316154,1.263724,0.087346,-0.176181,-32.45,-33.5,5,5771.74,101.41,57.334755,1457,5961.18,69.42,170.83,108.899124,-39.23,21.4176,1.2725,15286.01,1461,0.645789,0.394569,0.056004,382981.0,-205940.0,-161755.0,15286.01,118.3,261.0,7.6,117.3,260.2,7.3,,,,0.0475,-1.534615,-0.992854,-0.274911,5728.81,5788.901428571428,-60.09142857142797,5804.1425,-75.33249999999953,5701.743,27.06700000000092,5592.5704000000005,136.23959999999988,5359.1465,369.66350000000057,5788.552300847557,5770.050364396724,5708.394235578531,5353.687602288663,18.501936450832545,37.875230250884485,-19.37329380005194,31.444510520205185,14.6759608138663,12.93659660338274,-85.32403918613369,5804.1425,5903.213823350259,5705.071176649741,198.14264670051853,0.1198067339139747,23.3700000000008,25.2235714285715,-1.1836279178877518,-0.3868852002935111,10.976490177921203,12.020459439002714,-1.5207730643441024,0.2348388593732541,1,0,342.59649999999965,21.87,77.0,119.0,0.6179577464788732,0.4603550295857988,0.1522887323943662,-3.069632653839967,0.1522887323943662,-3.0696326538399665,0.07658450704225352,-3.8475370439737677,0.07658450704225352,-3.8475370439737566,45.93575734740152,0.3749950771507408
-3.9,6.55,1.8210907,4335,4580,4910,197.15,91.35,6.25,0.230422,0.184635,0.156984,0.188006,1.482648,0.069061,-0.063385,-20.7,-22.15,5,4376.89,70.03999,47.96603,1821,4573.04,60.88,130.92,89.27715,-24.51,27.7778,1.1047,10594.09,790,0.558168,0.339042,0.050854,665754.06,-346785.0,-308375.0,10594.09,91.9,197.7,6.4,90.8,196.6,6.1,,,,0.0003,-1.247006,-0.767624,-0.224858,4348.88,4428.517142857143,-79.63714285714286,4454.8265,-105.9465,4588.384,-239.5039999999999,4573.8449,-224.9649,4457.9081,-109.02809999999954,4447.29641830393,4493.670652416587,4537.342874452454,4410.07667576796,-46.37423411265627,-40.37363442479079,-6.000599687865481,38.32716983246483,0.0,13.027187327970545,-100.0,4454.8265,4613.309423439923,4296.343576560077,316.96584687984614,0.1657478998355248,31.38000000000011,50.991428571428514,-5.195119452213654,-1.115747109448714,21.962309766793307,18.567503677424035,-1.337008400657899,-1.6995418225451606,1,0,130.47590000000037,27.74,70.0,102.0,0.7922535211267606,1.2698224852071007,0.05369718309859155,-3.76962025316464,0.05369718309859155,-3.76962025316464,0.10651408450704225,-3.5527219580457885,0.10651408450704225,-3.552721958045775,0.0,1.0856487439226874
-3.9,-7.51,1.4631302,4315,4600,4850,198.55,97.2,5.15,0.157276,0.132383,0.111215,0.034758,0.350803,0.075876,-0.141547,-9.3,-8.65,5,4373.12,44.2,41.509342,1463,4549.26,50.8,95.0,69.46942,-32.01,57.5269,0.8506,6201.02,1158,0.649932,0.38905,0.052293,669331.0,-348645.0,-314485.0,6201.02,97.8,200.6,5.3,96.6,196.5,5.0,,,,0.0555,-1.112766,-0.716663,-0.179013,4399.76,4419.398571428572,-19.638571428571595,4490.1485,-90.38850000000002,4455.0396,-55.279599999999846,4300.8604000000005,98.89959999999974,4132.3661,267.39390000000003,4438.940381288654,4459.297609078895,4424.605169521038,4216.817097845237,-20.357227790241268,-0.3637542934641855,-19.99347349677708,26.179194486323468,20.200390020845912,6.733463340281966,-79.79960997915408,4490.1485,4628.017010090964,4352.279989909037,275.7370201819267,0.1721930920252812,30.039999999999964,26.531428571428545,-1.54581502134782,-3.4007003831249256,10.326609994616511,10.093765041294454,-1.3112276318988754,-0.7143509737968724,1,0,322.6734999999999,17.14,88.0,151.0,0.11971830985915492,-2.0579881656804737,0.16109154929577466,-2.8061383595121243,0.16109154929577466,-2.8061383595121243,0.11179577464788733,-3.511361669269268,0.11179577464788733,-3.5113616692692577,-151.7049290565528,-1.2931701211098618
-3.9,-9.62,1.0048518,4315,4570,4850,198.55,93.3,5.15,0.157276,0.133376,0.111215,0.020604,0.483845,0.088708,-0.237116,-17.1,-15.6,5,4373.12,70.950005,44.90933,1005,4536.26,43.1,114.05,70.11102,-44.94,31.2865,1.2763,10028.48,1158,0.649932,0.395466,0.052293,673158.5,-348645.0,-314485.0,10028.48,94.0,200.6,5.3,92.6,196.5,5.0,,,,0.0555,-1.112766,-0.764448,-0.179013,4399.76,4419.398571428572,-19.638571428571595,4490.1485,-90.38850000000002,4455.0396,-55.279599999999846,4300.8604000000005,98.89959999999974,4132.3661,267.39390000000003,4438.940381288654,4459.297609078895,4424.605169521038,4216.817097845237,-20.357227790241268,-0.3637542934641855,-19.99347349677708,26.179194486323468,20.200390020845912,6.733463340281966,-79.79960997915408,4490.1485,4628.017010090964,4352.279989909037,275.7370201819267,0.1721930920252812,30.039999999999964,26.531428571428545,-1.54581502134782,-3.4007003831249256,10.326609994616511,10.093765041294454,-1.3112276318988754,-0.7143509737968724,1,0,322.6734999999999,17.14,88.0,130.0,0.07394366197183098,-2.557396449704142,0.16109154929577466,-2.8061383595121243,0.16109154929577466,-2.8061383595121243,0.11179577464788733,-3.511361669269268,0.11179577464788733,-3.5113616692692577,-194.32775200053766,-1.6564975452832051
-3.9,11.83,1.7278523,5560,5890,6200,232.55,114.25,8.25,0.14704,0.12079,0.113213,0.217198,0.515611,0.073767,-0.089047,-12.3,-13.95,5,5622.04,73.15,47.295456,1728,5826.91,63.71,136.86,93.377464,-28.44,52.0325,1.0351,10380.16,1411,0.645312,0.39111,0.063142,410300.16,-220745.0,-179175.0,10380.16,114.8,232.9,8.4,113.7,232.2,8.1,,,,0.0551,-1.385928,-0.875649,-0.276324,5570.65,5564.215714285713,6.434285714286489,5434.614500000001,136.03549999999905,5483.397800000001,87.252199999999,5339.4063,231.2437,5090.889099999999,479.7609000000002,5510.673110676301,5475.938449979099,5442.792927599387,5119.22875961281,34.734660697202344,4.965955300631364,29.76870539657098,64.97554195290151,88.44879171461439,95.27024194074096,-11.551208285385618,5434.614500000001,5701.247692111703,5167.981307888298,533.2663842234051,0.7550985849185061,50.19000000000051,53.44428571428573,2.506422004843186,3.1748971612618853,20.746658431556845,15.74022186977645,1.0203943396740236,0.8107665390292464,1,0,392.5087000000012,17.54,85.0,148.0,0.9507042253521126,2.519526627218935,0.573943661971831,0.44905123013501586,0.573943661971831,0.4490512301350156,0.6091549295774648,0.22927767951564226,0.6091549295774648,0.22927767951563463,1046.3492059838882,8.932816259585927
-4.0,5.61,0.76013607,3275,3500,3800,193.45,89.8,5.5,0.216142,0.19034,0.154724,-0.087554,0.310989,0.077698,-0.279274,-19.35,-20.5,5,3383.48,67.56,40.428314,760,3494.9,37.06,104.62,62.267307,-58.27,27.1318,1.3387,9483.33,409,0.647953,0.390478,0.055305,882088.3,-453155.0,-419450.0,9483.33,90.1,197.4,6.5,89.5,189.5,4.5,,,,0.0009,-0.814523,-0.634346,-0.174896,3381.99,3364.865714285714,17.124285714285634,3302.5174999999995,79.47250000000031,3202.7314,179.25860000000011,3024.7883,357.2017000000001,3067.03665,314.9533499999998,3340.395832750188,3285.9742623579223,3209.711296051258,3056.4111593967204,54.42157039226549,51.92283208550752,2.4987383067579785,81.87487819138568,100.0,97.0312725176538,-0.0,3302.5174999999995,3418.4706856306047,3186.564314369394,231.90637126121047,0.8426921803303347,9.139999999999873,18.32499999999998,0.9802457929749528,4.002349439086783,10.908243116012263,20.53696126061764,1.370768721321337,1.726563155554252,1,0,135.69474999999966,21.35,77.0,105.0,0.7394366197183099,1.0473372781065091,0.8873239436619719,1.0,0.8873239436619719,1.0,0.7323943661971831,0.7913860378924442,0.7323943661971831,0.7913860378924329,561.0,4.727503131653178
-4.1,3.61,1.0452334,5560,5850,6200,232.55,105.05,8.25,0.14704,0.122342,0.113213,0.288797,1.02744,0.07617,-0.234999,-30.7,-31.85,5,5622.04,106.479996,50.23412,1045,5815.0,54.75,161.23,93.95393,-52.62,20.8469,1.4108,15235.46,1411,0.645312,0.392312,0.063142,415155.47,-220745.0,-179175.0,15235.46,105.4,232.9,8.4,104.7,232.2,8.1,,,,0.0551,-1.385928,-0.948625,-0.276324,5570.65,5564.215714285713,6.434285714286489,5434.614500000001,136.03549999999905,5483.397800000001,87.252199999999,5339.4063,231.2437,5090.889099999999,479.7609000000002,5510.673110676301,5475.938449979099,5442.792927599387,5119.22875961281,34.734660697202344,4.965955300631364,29.76870539657098,64.97554195290151,88.44879171461439,95.27024194074096,-11.551208285385618,5434.614500000001,5701.247692111703,5167.981307888298,533.2663842234051,0.7550985849185061,50.19000000000051,53.44428571428573,2.506422004843186,3.1748971612618853,20.746658431556845,15.74022186977645,1.0203943396740236,0.8107665390292464,1,0,392.5087000000012,17.54,85.0,120.0,0.6373239436619719,0.5739644970414202,0.573943661971831,0.44905123013501586,0.573943661971831,0.4490512301350156,0.6091549295774648,0.22927767951564226,0.6091549295774648,0.22927767951563463,319.3001380897579,2.725905891555807
-4.1,11.84,0.9365008,6400,6700,7075,243.35,107.5,6.65,0.143336,0.120756,0.104697,0.114276,0.968462,0.073893,-0.32913,-35.0,-39.7,5,6475.76,105.73999,50.117256,937,6674.25,56.16,161.9,95.35357,-64.81,19.2857,1.4127,15402.64,1670,0.636506,0.381072,0.051744,242902.64,-135665.0,-91835.0,15402.64,107.8,243.8,6.8,107.2,242.9,6.5,,,,0.0429,-1.494979,-1.038517,-0.252925,6481.51,6470.13,11.38000000000011,6444.157000000001,37.35299999999916,6349.5456,131.96439999999984,6064.379199999999,417.1308000000008,5969.10205,512.4079500000007,6455.675875885591,6414.930603619562,6323.490039209325,5975.610002818787,40.74527226602913,44.50009361060448,-3.754821344575348,53.44812592399342,84.39845349101664,81.23527093279202,-15.60154650898336,6444.157000000001,6523.118602419329,6365.195397580673,157.9232048386566,0.7365263549341031,20.579999999999927,32.85428571428572,0.2406452261462028,2.232180176940349,9.785606004010614,9.371411053109073,0.9461054197364118,1.375931015721,1,0,380.44355000000087,15.19,77.0,105.0,0.9524647887323944,2.5218934911242603,0.5466549295774648,0.25586547790062875,0.5466549295774648,0.2558654779006288,0.5413732394366197,0.11009538475029422,0.5413732394366197,0.11009538475028748,999.277689333637,8.72047204241978
-4.2,-2.05,1.4676039,4385,4610,4860,177.9,86.65,5.35,0.167964,0.1422,0.111554,-0.047322,0.380827,0.067751,-0.102097,-9.95,-9.75,5,4449.94,23.39,37.662243,1468,4603.97,47.28,70.67,57.803783,-31.2,47.7387,0.6023,3551.83,687,0.588363,0.354997,0.05388,660726.8,-343710.0,-313465.0,3551.83,87.0,178.1,5.5,86.3,177.7,5.2,,,,0.0005,-0.828929,-0.542786,-0.154546,4448.99,4420.564285714286,28.425714285714093,4473.4505,-24.46050000000014,4437.5232,11.466800000000148,4334.7982,114.1917999999996,4116.768599999999,332.2214000000004,4436.491621616991,4447.957319576764,4421.776556450834,4120.717155772756,-11.465697959773024,1.5740494808804697,-13.039747440653494,38.21456328893412,52.31185168836879,24.99728973255685,-47.68814831163121,4473.4505,4584.494123570864,4362.406876429136,222.08724714172783,0.3898608528188457,53.35999999999967,26.65214285714273,0.1334665748380481,-1.0499977758996497,11.23352144042158,10.683417629520624,-0.4405565887246185,0.1881273048733443,1,0,320.7546000000002,18.64,85.0,130.0,0.2772887323943662,-0.7656804733727811,0.2596830985915493,-1.2745435802307536,0.2596830985915493,-1.2745435802307536,0.17341549295774647,-2.114537311095902,0.17341549295774647,-2.114537311095899,-107.23929596115602,-0.7992147482786336
-4.2,7.23,1.4100407,4500,4725,4920,134.5,61.85,5.25,0.138388,0.119405,0.107964,0.100945,0.432783,0.020879,-0.05225,-16.05,-17.3,5,4485.98,24.640003,29.13202,1410,4691.93,43.16,67.8,54.094807,-29.74,26.1682,0.8052,4467.49,1146,0.566815,0.321905,0.056117,648492.5,-336550.0,-307475.0,4467.49,62.2,134.9,5.4,61.5,134.1,5.1,,,,0.0554,-1.089112,-0.670491,-0.19962,4501.88,4552.478571428571,-50.59857142857072,4521.974,-20.09400000000005,4400.183,101.69700000000012,4240.2171,261.66290000000026,4092.7006,409.1794,4536.789421583185,4494.523304923575,4414.199917367175,4187.610668036021,42.26611665960991,53.59748039033263,-11.33136373072272,49.39647803043261,0.0,31.63395564065733,-100.0,4521.974,4632.345272654314,4411.602727345687,220.7425453086271,0.4089708783963418,11.519999999999529,20.88928571428583,-1.4355931646761255,2.046423066461142,9.307599535729162,10.67460671602045,-0.3641164864146339,0.7832215185221613,1,0,307.48239999999987,15.93,78.0,119.0,0.829225352112676,1.4307692307692308,0.05369718309859155,-3.76962025316464,0.05369718309859155,-3.76962025316464,0.19982394366197184,-1.9919038576407597,0.19982394366197184,-1.9919038576407573,0.0,2.9568594508055512
-4.2,4.22,0.89783835,6380,6675,7080,244.5,108.1,6.9,0.138377,0.116578,0.106761,0.254319,1.296625,0.081079,-0.335472,-35.2,-36.75,5,6460.58,140.55,53.162148,898,6648.84,54.58,195.13,103.19979,-65.75,19.8864,1.5265,19059.31,1654,0.646699,0.389929,0.05208,247919.31,-137550.0,-91310.0,19059.31,108.4,247.3,7.1,107.8,241.7,6.7,,,,0.0444,-1.456825,-1.024376,-0.256455,6466.59,6379.925714285715,86.66428571428514,6350.528499999999,116.0615000000007,6208.268599999999,258.3214000000007,5909.4809000000005,557.1090999999997,5922.23905,544.35095,6373.595880069604,6315.794960620917,6207.184489136111,5893.097497313348,57.80091944868764,56.073565987456135,1.7273534612315018,60.11483666150621,100.0,96.41978562642768,-0.0,6350.528499999999,6456.921006714799,6244.1359932852,212.78501342959865,1.04544019867452,20.840000000000146,36.44928571428584,2.158949625035345,3.2389749844740594,10.533417586304806,9.680977967931446,2.1817607946980835,1.683346493714314,1,0,286.0295499999993,14.48,79.0,107.0,0.6804577464788732,0.7183431952662722,0.8873239436619719,1.0,0.8873239436619719,1.0,0.977112676056338,2.0924669584754794,0.977112676056338,2.0924669584754696,422.0,4.411757638406475
-4.2,-3.93,0.98665345,6625,6980,7430,285.15,126.65,7.85,0.164311,0.137813,0.120418,0.135498,0.948069,0.072389,-0.348979,-39.7,-38.2,5,6718.7,126.24999,54.503693,987,6950.52,67.76,194.01,114.65652,-72.02,20.2771,1.3967,18280.76,1698,0.633536,0.378653,0.051381,183483.7,-108985.0,-56215.0,18283.7,127.0,289.5,8.0,126.3,280.8,7.7,,,,0.042,-1.696224,-1.169173,-0.293144,6671.07,6675.144285714286,-4.074285714285907,6674.585499999999,-3.51549999999952,6551.8776,119.1923999999999,6350.1976,320.8723999999993,6059.100149999999,611.9698500000004,6669.27569151368,6635.817828863094,6547.961372244121,6139.659679583516,33.45786265058541,48.38387563358968,-14.92601298300427,56.13169180715767,58.92439982106442,51.77858409132318,-41.07560017893558,6674.585499999999,6773.964134253431,6575.206865746568,198.7572685068626,0.4823125965334036,26.769999999999527,38.63999999999994,-1.026958780705285,1.0713052015344624,12.927736373717408,10.433157593461928,-0.0707496138663855,0.9872199306839042,1,0,492.7774500000005,20.63,77.0,107.0,0.20422535211267606,-1.2106508875739646,0.31161971830985913,-0.9591501452434427,0.31161971830985913,-0.9591501452434427,0.27816901408450706,-1.5212530915804043,0.27816901408450706,-1.5212530915804021,-231.57289129678318,-1.8954885043762761
-4.3,-0.41,2.0019667,2990,3275,3600,230.45,100.4,7.4,0.299206,0.233447,0.204966,0.261386,0.973267,0.04803,-0.020735,-37.05,-36.9,5,3108.84,41.04,47.795753,2002,3263.24,72.86,113.9,91.097496,-31.14,16.4642,0.8366,7812.3,368,0.640062,0.374912,0.061732,925027.3,-477955.0,-439260.0,7812.3,100.9,231.1,7.6,99.9,229.8,7.2,,,,0.0013,-1.064931,-0.661226,-0.236786,3115.34,3093.387142857143,21.952857142857283,3083.244,32.09600000000046,2944.8724,170.4676000000004,2937.3321,178.00790000000006,3017.7493,97.5907000000002,3098.4638941841,3046.506773427129,2983.875526668277,2967.509837311908,51.95712075697065,62.42984448846356,-10.472723731492906,56.17491089281059,49.172782144253006,50.265607133035154,-50.82721785574699,3083.244,3246.2432068950525,2920.244793104947,325.9984137901056,0.5984544667774534,1.850000000000364,41.08214285714286,-2.863574853921504,4.836771985556652,27.31593593215213,28.202654323142163,0.3938178671098132,1.2777220371842637,0,1,-72.8769000000002,32.94,74.0,120.0,0.352112676056338,-0.3775147928994083,0.23943661971830985,-1.424265276967823,0.23943661971830985,-1.4242652769678226,0.34507042253521125,-0.7759438516210813,0.34507042253521125,-0.7759438516210834,-20.160840679143732,-0.24536633137875588
-4.3,0.0,1.2156502,4080,4310,4540,171.5,85.4,4.55,0.15867,0.134322,0.109075,-0.009154,0.385487,0.095664,-0.191898,-5.25,-5.25,5,4117.44,51.01,42.197517,1216,4273.7,38.66,89.67,58.878197,-30.58,87.619,1.0619,6813.68,1091,0.630084,0.388932,0.052115,727208.7,-374850.0,-345545.0,6813.68,85.7,171.8,4.7,85.1,171.2,4.4,,,,0.0581,-1.102907,-0.733722,-0.172639,4130.63,4116.257142857143,14.372857142857356,4126.6175,4.012499999999818,4054.691800000001,75.9381999999996,4017.5162,113.11380000000008,3974.10766,156.52234,4123.06400148086,4107.743193648921,4078.3967180717527,4029.693151015428,15.32080783193851,18.843166767953136,-3.5223589360146264,49.66323666978483,65.75909771786083,64.45208094692657,-34.240902282139174,4126.6175,4191.719134185795,4061.515865814205,130.20326837158973,0.5308171987553221,7.0,30.54285714285704,0.2684746223513716,-0.375764855132758,13.572242818555846,15.167356719401562,0.123268795021288,0.8463733815882772,1,0,80.58414000000039,16.94,81.0,127.0,0.4084507042253521,-0.2804733727810651,0.3732394366197183,-0.6331610101152235,0.3732394366197183,-0.6331610101152235,0.30633802816901406,-1.2099878421007537,0.30633802816901406,-1.209987842100754,0.0,0.0
-4.3,6.23,0.84341115,4080,4290,4540,172.65,80.9,4.2,0.152653,0.130195,0.10558,-0.028748,0.557534,0.101621,-0.283021,-15.05,-16.05,5,4127.96,71.43,44.208645,843,4265.88,33.07,104.5,58.78618,-44.7,30.5648,1.4122,9713.89,1092,0.646849,0.39931,0.05015,730028.9,-374735.0,-345580.0,9713.89,81.2,172.9,4.3,80.6,172.4,4.1,,,,0.0579,-1.081345,-0.764189,-0.164011,4124.07,4121.018571428572,3.051428571428005,4125.9395,-1.869499999999789,4057.5464,66.52359999999999,4020.2334,103.83659999999963,3974.609955,149.46004499999935,4123.218770483804,4108.952586711964,4080.187827166978,4030.632224139653,14.266183771840588,17.92777016873063,-3.6615863968900406,48.49526286457365,59.97885276235777,65.88833083678453,-40.02114723764223,4125.9395,4190.840362203161,4061.0386377968384,129.8017244063226,0.4855972637609354,6.5600000000004,30.75999999999996,0.8147670103697602,-0.3277238419095086,13.564306427701034,15.100273860845896,-0.0576109449562514,0.7423601001798296,1,0,82.93644499999937,17.06,80.0,111.0,0.778169014084507,1.1940828402366865,0.323943661971831,-0.9088567441954248,0.323943661971831,-0.9088567441954248,0.28169014084507044,-1.5001746223795307,0.28169014084507044,-1.5001746223795178,373.6682527094889,3.025270953230628
-4.3,-1.34,0.6637118,4320,4535,4850,194.45,80.95,5.15,0.155962,0.131304,0.111215,0.16519,,0.090072,-0.362983,-37.7,-37.2,5,4373.12,115.53999,49.431126,664,4524.66,40.25,155.79,79.18679,-78.87,14.0584,1.5875,15561.11,1158,0.645281,0.393822,0.052293,678601.1,-348555.0,-314485.0,15561.11,81.5,195.2,5.3,80.4,193.7,5.0,,,,0.0555,-1.10771,-0.824853,-0.179013,4399.76,4419.398571428572,-19.638571428571595,4490.1485,-90.38850000000002,4455.0396,-55.279599999999846,4300.8604000000005,98.89959999999974,4132.3661,267.39390000000003,4438.940381288654,4459.297609078895,4424.605169521038,4216.817097845237,-20.357227790241268,-0.3637542934641855,-19.99347349677708,26.179194486323468,20.200390020845912,6.733463340281966,-79.79960997915408,4490.1485,4628.017010090964,4352.279989909037,275.7370201819267,0.1721930920252812,30.039999999999964,26.531428571428545,-1.54581502134782,-3.4007003831249256,10.326609994616511,10.093765041294454,-1.3112276318988754,-0.7143509737968724,1,0,322.6734999999999,17.14,88.0,101.0,0.30721830985915494,-0.5976331360946747,0.16109154929577466,-2.8061383595121243,0.16109154929577466,-2.8061383595121243,0.11179577464788733,-3.511361669269268,0.11179577464788733,-3.5113616692692577,-27.068522627933525,-0.23073874331387684
-4.4,0.0,1.133244,5770,6055,6380,216.6,94.6,6.65,0.149553,0.12494,0.113015,0.201472,0.846887,0.052998,-0.223703,-34.05,-34.05,5,5833.28,78.38999,45.499683,1133,6025.91,57.65,136.04,88.55905,-50.71,17.9148,1.2829,12424.04,1453,0.634005,0.371129,0.055254,375099.03,-201340.0,-161335.0,12424.04,95.0,218.7,6.8,94.2,214.5,6.5,,,,0.0489,-1.493104,-0.994668,-0.272528,5851.19,5846.987142857143,4.202857142856374,5780.0345,71.15549999999985,5663.0272,188.1628000000001,5555.7962,295.3937999999998,5318.3165500000005,532.8734499999991,5816.791007407557,5757.369501822909,5678.580882202374,5317.40213090222,59.421505584648,57.79945813021699,1.6220474544310122,67.13442369108668,92.00592592592552,95.21975308641964,-7.994074074074484,5780.0345,5898.057007304217,5662.011992695782,236.0450146084349,0.8014488576174197,2.780000000000655,29.52285714285725,0.6216638234646646,2.062641506801048,9.098129650973682,12.3026052174021,1.2057954304696816,1.5511200857848626,1,0,344.7106499999991,18.21,70.0,101.0,0.4084507042253521,-0.2804733727810651,0.6241197183098591,0.6187130239099601,0.6241197183098591,0.6187130239099597,0.6452464788732394,0.5267180982427073,0.6452464788732394,0.5267180982427043,0.0,0.0
